genres,id,original_title,overview,popularity,poster_path,production_companies,release_date,tagline,title,vote_average,vote_count,genres_clean,companies_text,content
drama,2355,reign over me,a man who lost his family in the september 11 attack on new york city runs into his old college roommate. rekindling the friendship is the one thing that appears able to help the man recover from his grief.,10.027137,/b5EtDvwj2gdG1qMBLijamlLfJLB.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Happy Madison Productions', 'id': 2608}, {'name': 'Sunlight Productions', 'id': 3800}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Madison 23', 'id': 11708}]",2007-03-23,let in the unexpected.,reign over me,7.1,340.0,['Drama'],columbia pictures happy madison productions sunlight productions relativity media madison 23,reign over me drama a man who lost his family in the september 11 attack on new york city runs into his old college roommate. rekindling the friendship is the one thing that appears able to help the man recover from his grief. let in the unexpected. columbia pictures happy madison productions sunlight productions relativity media madison 23
animation comedy family,1267,meet the robinsons,"in this animated adventure, brilliant preteen inventor lewis creates a memory scanner to retrieve his earliest recollections and find out why his mother gave him up for adoption. but when the villainous bowler hat guy steals the machine, lewis is ready to give up on his quest until the mysterious wilbur robinson shows up on the scene, whisking lewis to the future to find the scanner and his mom.",10.529576,/naya0zF4kT401Sx15AtwB9vpcJr.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Animation Studios', 'id': 6125}]",2007-03-23,think your family's weird?,meet the robinsons,6.7,787.0,"['Comedy', 'Animation', 'Family']",walt disney pictures walt disney animation studios,"meet the robinsons animation comedy family in this animated adventure, brilliant preteen inventor lewis creates a memory scanner to retrieve his earliest recollections and find out why his mother gave him up for adoption. but when the villainous bowler hat guy steals the machine, lewis is ready to give up on his quest until the mysterious wilbur robinson shows up on the scene, whisking lewis to the future to find the scanner and his mom. think your family's weird? walt disney pictures walt disney animation studios"
science fiction thriller,1272,sunshine,"fifty years into the future, the sun is dying, and earth is threatened by arctic temperatures. a team of astronauts is sent to revive the sun — but the mission fails. seven years later, a new team is sent to finish the mission as mankind’s last hope.",12.715571,/3dmW9NWP80wnXln5IUoQTAmXbj5.jpg,"[{'name': 'DNA Films', 'id': 284}, {'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'UK Film Council', 'id': 2452}, {'name': 'Moving Picture Company (MPC)', 'id': 20478}]",2007-04-05,"if the sun dies, so do we.",sunshine,7.0,1210.0,"['Thriller', 'Science Fiction']",dna films ingenious film partners uk film council moving picture company (mpc),"sunshine science fiction thriller fifty years into the future, the sun is dying, and earth is threatened by arctic temperatures. a team of astronauts is sent to revive the sun — but the mission fails. seven years later, a new team is sent to finish the mission as mankind’s last hope. if the sun dies, so do we. dna films ingenious film partners uk film council moving picture company (mpc)"
romance music drama,1407,la môme,"a swirling, impressionistic portrait of an artist who regretted nothing, writer-director olivier dahan's la vie en rose stars marion cotillard in a blazing performance as the legendary french icon edith piaf. from the mean streets of the belleville district of paris to the dazzling limelight of new york's most famous concert halls, piaf's life was a constant battle to sing and survive, to live and love. raised in her grandmother's brothel, piaf was discovered in 1935 by nightclub owner louis leplee (gerard depardieu), who persuaded her to sing despite her extreme nervousness. piaf became one of france's immortal icons, her voice one of the indelible signatures of the 20th century.",11.710507,/3b9DAONAsFRhJKu25R33PE3VwDh.jpg,"[{'name': 'TF1 Films Production', 'id': 3823}, {'name': 'Canal+', 'id': 5358}, {'name': 'TPS Star', 'id': 6586}, {'name': 'TF1 International', 'id': 7799}, {'name': 'Sofica Valor 7', 'id': 11942}, {'name': 'Légende Films', 'id': 22997}, {'name': 'Okko Productions', 'id': 31660}, {'name': 'Songbird Pictures', 'id': 84482}, {'name': 'Scotts Atlantic', 'id': 84483}]",2007-02-08,the extraordinary story of edith piaf,la vie en rose,7.3,433.0,"['Drama', 'Music', 'Romance']",tf1 films production canal+ tps star tf1 international sofica valor 7 légende films okko productions songbird pictures scotts atlantic,"la vie en rose romance music drama a swirling, impressionistic portrait of an artist who regretted nothing, writer-director olivier dahan's la vie en rose stars marion cotillard in a blazing performance as the legendary french icon edith piaf. from the mean streets of the belleville district of paris to the dazzling limelight of new york's most famous concert halls, piaf's life was a constant battle to sing and survive, to live and love. raised in her grandmother's brothel, piaf was discovered in 1935 by nightclub owner louis leplee (gerard depardieu), who persuaded her to sing despite her extreme nervousness. piaf became one of france's immortal icons, her voice one of the indelible signatures of the 20th century. the extraordinary story of edith piaf tf1 films production canal+ tps star tf1 international sofica valor 7 légende films okko productions songbird pictures scotts atlantic"
horror thriller science fiction,1562,28 weeks later,"in this chilling sequel to 28 days later, the inhabitants of the british isles appear to have lost their battle against the onslaught of disease, as the deadly rage virus has killed every citizen there. six months later, a group of americans dare to set foot on the isles, convinced the danger has come and gone. but it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims.",12.884191,/oix0aNv1lvW3nUGspUyvSIBlpbs.jpg,"[{'name': 'DNA Films', 'id': 284}, {'name': 'Figment Films', 'id': 359}, {'name': 'Sociedad General de Cine S.A.', 'id': 785}, {'name': 'UK Film Council', 'id': 2452}, {'name': 'Fox Atomic', 'id': 2890}, {'name': 'Koan Films', 'id': 10890}]",2007-04-26,when days turn to weeks... the horror returns.,28 weeks later,6.5,1225.0,"['Thriller', 'Horror', 'Science Fiction']",dna films figment films sociedad general de cine s.a. uk film council fox atomic koan films,"28 weeks later horror thriller science fiction in this chilling sequel to 28 days later, the inhabitants of the british isles appear to have lost their battle against the onslaught of disease, as the deadly rage virus has killed every citizen there. six months later, a group of americans dare to set foot on the isles, convinced the danger has come and gone. but it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims. when days turn to weeks... the horror returns. dna films figment films sociedad general de cine s.a. uk film council fox atomic koan films"
crime mystery thriller,3489,88 minutes,"""88 minutes"" focuses on a college professor (pacino) who moonlights as a forensic psychiatrist for the fbi and receives a death threat claiming he has only 88 minutes to live.",8.552967,/oDZu8UGTLRw7jcDKmTdm7O87bnq.jpg,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Nu Image Entertainment', 'id': 713}, {'name': 'Brightlight Pictures', 'id': 1063}]",2007-02-14,he has 88 minutes to solve a murder. his own.,88 minutes,5.7,323.0,"['Thriller', 'Crime', 'Mystery']",tristar pictures nu image entertainment brightlight pictures,"88 minutes crime mystery thriller ""88 minutes"" focuses on a college professor (pacino) who moonlights as a forensic psychiatrist for the fbi and receives a death threat claiming he has only 88 minutes to live. he has 88 minutes to solve a murder. his own. tristar pictures nu image entertainment brightlight pictures"
comedy drama,442,populärmusik från vittula,two boys grow up together in town of pajala at 60's united by rock-n-roll music.,0.988777,/79nUxKn6kPagIOHcOMsev3UxT38.jpg,"[{'name': 'Happy End Filmproductions AB', 'id': 227}, {'name': 'Filmpool Nord', 'id': 228}, {'name': 'Solar Films inc.', 'id': 6339}, {'name': 'Svensk Filmindustri', 'id': 6416}]",2004-09-24,,popular music,6.0,17.0,"['Drama', 'Comedy']",happy end filmproductions ab filmpool nord solar films inc. svensk filmindustri,popular music comedy drama two boys grow up together in town of pajala at 60's united by rock-n-roll music.  happy end filmproductions ab filmpool nord solar films inc. svensk filmindustri
comedy,2959,license to wed,"newly engaged, ben and sadie can't wait to start their life together and live happily ever after. however sadie's family church's reverend frank won't bless their union until they pass his patented, ""foolproof"" marriage prep course consisting of outrageous classes, outlandish homework assignments and some outright invasion of privacy.",7.102076,/lJbT99nN3jEe23EfQvmlSh6EQ2b.jpg,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Robert Simonds Productions', 'id': 3929}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Phoenix Pictures', 'id': 11317}, {'name': 'Underground', 'id': 49326}, {'name': 'Proposal Productions', 'id': 49327}]",2007-07-04,first came love... then came reverend frank.,license to wed,5.3,258.0,['Comedy'],village roadshow pictures robert simonds productions warner bros. phoenix pictures underground proposal productions,"license to wed comedy newly engaged, ben and sadie can't wait to start their life together and live happily ever after. however sadie's family church's reverend frank won't bless their union until they pass his patented, ""foolproof"" marriage prep course consisting of outrageous classes, outlandish homework assignments and some outright invasion of privacy. first came love... then came reverend frank. village roadshow pictures robert simonds productions warner bros. phoenix pictures underground proposal productions"
adventure action comedy,1721,...più forte ragazzi!,"the ""trinity"" crew makes another modern era film. plata and salud are pilots ditching aircraft for insurance money. they wind up crashing for real in the jungles of south america. the plot involves ""mr. big"", who is buying the diamonds from the miners for much too little, and has thugs who keep the price down. of course, plata and salud side with the miners",6.100067,/cWhBysh8ejHqKBcv5cGaA5FCCcq.jpg,"[{'name': 'Tiger Film', 'id': 10509}, {'name': 'Delta', 'id': 12063}]",1972-12-22,,all the way boys,6.5,71.0,"['Comedy', 'Action', 'Adventure']",tiger film delta,"all the way boys adventure action comedy the ""trinity"" crew makes another modern era film. plata and salud are pilots ditching aircraft for insurance money. they wind up crashing for real in the jungles of south america. the plot involves ""mr. big"", who is buying the diamonds from the miners for much too little, and has thugs who keep the price down. of course, plata and salud side with the miners  tiger film delta"
drama thriller horror,5956,joshua,"the arrival of a newborn girl causes the gradual disintegration of the cairn family; particularly for 9-year-old joshua, an eccentric boy whose proper upbringing and refined tastes both take a sinister turn.",6.941735,/91yHfa0apWqMr8HmuwUPrVKYuDR.jpg,"[{'name': 'ATO Pictures', 'id': 1962}]",2007-01-21,the story of a perfect boy who had the perfect plan.,joshua,5.9,76.0,"['Thriller', 'Drama', 'Horror']",ato pictures,"joshua drama thriller horror the arrival of a newborn girl causes the gradual disintegration of the cairn family; particularly for 9-year-old joshua, an eccentric boy whose proper upbringing and refined tastes both take a sinister turn. the story of a perfect boy who had the perfect plan. ato pictures"
drama,1127,princesas,"set in spain, the story is about friendship and love in the world of prostitution.",2.923859,/ahgTyjdQfoCj9TNedozDxiMTuIs.jpg,"[{'name': 'Reposado Producciones', 'id': 669}, {'name': 'Antena 3 Televisión', 'id': 11737}, {'name': 'Mediapro', 'id': 12010}, {'name': 'Canal+ Espana', 'id': 12625}]",2005-09-02,,princesses,6.9,24.0,['Drama'],reposado producciones antena 3 televisión mediapro canal+ espana,"princesses drama set in spain, the story is about friendship and love in the world of prostitution.  reposado producciones antena 3 televisión mediapro canal+ espana"
documentary drama,1393,die höhle des gelben hundes,"the little nomad girl, nansal, finds a baby dog in the mongolian veld, who becomes her best friend - against all rejections of her parents. only as the little dog, zocher, saves the life of the youngest son, father and mother finally see his good soul. a story about a mongolian family of nomads - their traditional way of life and the rising call of the city.",1.903911,/f4FNp6mb5Lh02vno2ujkGJX9tfl.jpg,"[{'name': 'Telepool', 'id': 823}, {'name': 'BKM Film', 'id': 15268}, {'name': 'Lüthje & Schneider Filmproduktion', 'id': 16051}, {'name': 'Hochschule für Fernsehen und Film München (HFF)', 'id': 19677}, {'name': 'Schesch Filmproduktion', 'id': 21338}]",2005-07-27,,the cave of the yellow dog,7.3,22.0,"['Drama', 'Documentary']",telepool bkm film lüthje & schneider filmproduktion hochschule für fernsehen und film münchen (hff) schesch filmproduktion,"the cave of the yellow dog documentary drama the little nomad girl, nansal, finds a baby dog in the mongolian veld, who becomes her best friend - against all rejections of her parents. only as the little dog, zocher, saves the life of the youngest son, father and mother finally see his good soul. a story about a mongolian family of nomads - their traditional way of life and the rising call of the city.  telepool bkm film lüthje & schneider filmproduktion hochschule für fernsehen und film münchen (hff) schesch filmproduktion"
drama,2701,abraham,"this engrossing dramatization of the life of abraham, the most tested servant of god and the father of judaism, spans from the patriarch's quest for the promised land to the sacrifice of his son, isaac.",1.888149,/1MN3ly4bmzjUAlgW4alcIRpv77S.jpg,"[{'name': 'Beta Film', 'id': 1080}, {'name': 'Quinta Communications', 'id': 6370}, {'name': 'Lube', 'id': 7196}]",1994-04-03,,abraham,4.0,1.0,['Drama'],beta film quinta communications lube,"abraham drama this engrossing dramatization of the life of abraham, the most tested servant of god and the father of judaism, spans from the patriarch's quest for the promised land to the sacrifice of his son, isaac.  beta film quinta communications lube"
drama crime thriller,2001,we own the night,a new york nightclub manager tries to save his brother and father from russian mafia hitmen.,7.572144,/rsKhSr3UNjG2DhVj2KPj0ARujez.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Industry Entertainment', 'id': 376}, {'name': '2929 Productions', 'id': 846}]",2007-05-25,two brothers on opposite sides of the law. beyond their differences lies loyalty.,we own the night,6.5,327.0,"['Thriller', 'Drama', 'Crime']",columbia pictures industry entertainment 2929 productions,we own the night drama crime thriller a new york nightclub manager tries to save his brother and father from russian mafia hitmen. two brothers on opposite sides of the law. beyond their differences lies loyalty. columbia pictures industry entertainment 2929 productions
animation drama,2011,persepolis,"in 1970s iran, marjane 'marji' statrapi watches events through her young eyes and her idealistic family of a long dream being fulfilled of the hated shah's defeat in the iranian revolution of 1979. however as marji grows up, she witnesses first hand how the new iran, now ruled by islamic fundamentalists, has become a repressive tyranny on its own.",9.537501,/aU8i2QAdTyRR1nYb36Gq51xXP8p.jpg,"[{'name': 'Sony Pictures Classics', 'id': 58}, {'name': 'Procirep', 'id': 311}, {'name': 'Soficinéma', 'id': 312}, {'name': 'France 3 Cinéma', 'id': 591}, {'name': 'Diaphana Films', 'id': 744}, {'name': 'Sofica Europacorp', 'id': 854}, {'name': 'Celluloid Dreams', 'id': 860}, {'name': 'The Kennedy/Marshall Company', 'id': 862}, {'name': 'Région Ile-de-France', 'id': 11246}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}, {'name': 'Fondation GAN pour le Cinéma', 'id': 23677}, {'name': '2.4.7. Films', 'id': 62546}, {'name': 'French Connection Animations', 'id': 84592}, {'name': ""Société des Producteurs de L'Angoa"", 'id': 84593}]",2007-05-23,,persepolis,7.7,461.0,"['Drama', 'Animation']",sony pictures classics procirep soficinéma france 3 cinéma diaphana films sofica europacorp celluloid dreams the kennedy/marshall company région ile-de-france centre national de la cinématographie (cnc) fondation gan pour le cinéma 2.4.7. films french connection animations société des producteurs de l'angoa,"persepolis animation drama in 1970s iran, marjane 'marji' statrapi watches events through her young eyes and her idealistic family of a long dream being fulfilled of the hated shah's defeat in the iranian revolution of 1979. however as marji grows up, she witnesses first hand how the new iran, now ruled by islamic fundamentalists, has become a repressive tyranny on its own.  sony pictures classics procirep soficinéma france 3 cinéma diaphana films sofica europacorp celluloid dreams the kennedy/marshall company région ile-de-france centre national de la cinématographie (cnc) fondation gan pour le cinéma 2.4.7. films french connection animations société des producteurs de l'angoa"
adventure fantasy,2268,the golden compass,"after overhearing a shocking secret, precocious orphan lyra belacqua trades her carefree existence roaming the halls of jordan college for an otherworldly adventure in the far north, unaware that it's part of her destiny.",11.481379,/mIHV28g4Zhbc8yhnhOixa8m4p5O.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'Depth of Field', 'id': 1473}, {'name': 'Scholastic Productions', 'id': 1938}]",2007-12-04,there are worlds beyond our own - the compass will show the way.,the golden compass,5.8,1347.0,"['Fantasy', 'Adventure']",new line cinema ingenious film partners depth of field scholastic productions,"the golden compass adventure fantasy after overhearing a shocking secret, precocious orphan lyra belacqua trades her carefree existence roaming the halls of jordan college for an otherworldly adventure in the far north, unaware that it's part of her destiny. there are worlds beyond our own - the compass will show the way. new line cinema ingenious film partners depth of field scholastic productions"
horror drama thriller,6537,el orfanato,"a woman brings her family back to her childhood home, which used to be an orphanage, intent on reopening it. before long, her son starts to communicate with a new invisible friend.",16.213592,/vIpi1KtHLXUOfSVC2m6MqpjSPgL.jpg,"[{'name': 'Wild Bunch', 'id': 856}, {'name': 'Telecinco', 'id': 1182}, {'name': 'Telecinco Cinema', 'id': 2674}, {'name': 'Televisió de Catalunya TV3', 'id': 6778}, {'name': 'Esta Vivo! Laboratorio de Nuevos Talentos', 'id': 11649}, {'name': 'Grupo Rodar', 'id': 11650}, {'name': 'Rodar y Rodar Cine y Televisión', 'id': 11651}, {'name': 'Warner Bros. Pictures de España', 'id': 11652}]",2007-08-27,a tale of love.  a story of horror.,the orphanage,7.1,652.0,"['Thriller', 'Drama', 'Horror']",wild bunch telecinco telecinco cinema televisió de catalunya tv3 esta vivo! laboratorio de nuevos talentos grupo rodar rodar y rodar cine y televisión warner bros. pictures de españa,"the orphanage horror drama thriller a woman brings her family back to her childhood home, which used to be an orphanage, intent on reopening it. before long, her son starts to communicate with a new invisible friend. a tale of love.  a story of horror. wild bunch telecinco telecinco cinema televisió de catalunya tv3 esta vivo! laboratorio de nuevos talentos grupo rodar rodar y rodar cine y televisión warner bros. pictures de españa"
fantasy action science fiction thriller horror,440,aliens vs predator: requiem,"a sequel to 2004's alien vs. predator, the iconic creatures from two of the scariest film franchises in movie history wage their most brutal battle ever - in our own backyard. the small town of gunnison, colorado becomes a war zone between two of the deadliest extra-terrestrial life forms - the alien and the predator. when a predator scout ship crash-lands in the hills outside the town, alien facehuggers and a hybrid alien/predator are released and begin to terrorize the town.",10.793324,/5iTwPDNtvK6ZZF607BHBbU3HO0B.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Davis Entertainment', 'id': 1302}, {'name': 'Brandywine Productions', 'id': 19747}]",2007-12-25,the last place on earth we want to be is in the middle,aliens vs predator: requiem,4.9,758.0,"['Thriller', 'Horror', 'Action', 'Fantasy', 'Science Fiction']",twentieth century fox film corporation dune entertainment davis entertainment brandywine productions,"aliens vs predator: requiem fantasy action science fiction thriller horror a sequel to 2004's alien vs. predator, the iconic creatures from two of the scariest film franchises in movie history wage their most brutal battle ever - in our own backyard. the small town of gunnison, colorado becomes a war zone between two of the deadliest extra-terrestrial life forms - the alien and the predator. when a predator scout ship crash-lands in the hills outside the town, alien facehuggers and a hybrid alien/predator are released and begin to terrorize the town. the last place on earth we want to be is in the middle twentieth century fox film corporation dune entertainment davis entertainment brandywine productions"
action adventure comedy,4034,l'homme de rio,"farce, spy spoof, and adventure. swarthy thieves ignore jewels to steal an amazon figurine from the museum of man in paris' trocadero palace and kidnap the world's authority on the lost maltec civilization. cut to agnes, the daughter of a murdered man who possessed one of two other such figurines. moments after her sweetheart, adrien, an army private with a week's leave, arrives in paris to see her, agnes too is kidnapped, drugged, and loaded on a plane to rio. adrien is in hot pursuit, and before he can rescue her (with the help of a shoeshine boy), foil the murderous thieves, and solve the riddle of the maltecs, he must traverse rio, brasília, and the amazon heartland... all before the end of his week's leave.",2.789067,/AhaUqqHTIMSXG6WOMRCreitQ1ZX.jpg,"[{'name': 'Les Productions Artistes Associés', 'id': 64}]",1964-02-05,look what they call a quiet week in rio!,that man from rio,7.1,32.0,"['Comedy', 'Action', 'Adventure']",les productions artistes associés,"that man from rio action adventure comedy farce, spy spoof, and adventure. swarthy thieves ignore jewels to steal an amazon figurine from the museum of man in paris' trocadero palace and kidnap the world's authority on the lost maltec civilization. cut to agnes, the daughter of a murdered man who possessed one of two other such figurines. moments after her sweetheart, adrien, an army private with a week's leave, arrives in paris to see her, agnes too is kidnapped, drugged, and loaded on a plane to rio. adrien is in hot pursuit, and before he can rescue her (with the help of a shoeshine boy), foil the murderous thieves, and solve the riddle of the maltecs, he must traverse rio, brasília, and the amazon heartland... all before the end of his week's leave. look what they call a quiet week in rio! les productions artistes associés"
drama,33166,downhill racer,"an ambitious young skier, determined to break all existing records, is contemptuous of the teamwork advocated by the us coach when they go to europe for the olympics.",2.550124,/fJDQDmJDiEzRROph0T1ace8oyNK.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]",1969-11-06,how fast must a man go to get from where he's at?,downhill racer,6.1,24.0,['Drama'],paramount pictures,"downhill racer drama an ambitious young skier, determined to break all existing records, is contemptuous of the teamwork advocated by the us coach when they go to europe for the olympics. how fast must a man go to get from where he's at? paramount pictures"
action crime drama thriller,1266,street kings,"tom ludlow is a disillusioned l.a. police officer, rarely playing by the rules and haunted by the death of his wife. when evidence implicates him in the execution of a fellow officer, he is forced to go up against the cop culture he's been a part of his entire career, ultimately leading him to question the loyalties of everyone around him.",13.246795,/csXyZ1BsDBlH0PXkOFWxggEf9WF.jpg,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Dune Entertainment III', 'id': 6332}, {'name': 'Emmett/Furla Films', 'id': 10405}]",2008-04-10,their city. their rules. no prisoners.,street kings,6.3,369.0,"['Thriller', 'Drama', 'Crime', 'Action']",fox searchlight pictures regency enterprises dune entertainment iii emmett/furla films,"street kings action crime drama thriller tom ludlow is a disillusioned l.a. police officer, rarely playing by the rules and haunted by the death of his wife. when evidence implicates him in the execution of a fellow officer, he is forced to go up against the cop culture he's been a part of his entire career, ultimately leading him to question the loyalties of everyone around him. their city. their rules. no prisoners. fox searchlight pictures regency enterprises dune entertainment iii emmett/furla films"
action adventure fantasy,1729,the forbidden kingdom,"an american teenager who is obsessed with hong kong cinema and kung-fu classics makes an extraordinary discovery in a chinatown pawnshop: the legendary stick weapon of the chinese sage and warrior, the monkey king. with the lost relic in hand, the teenager unexpectedly finds himself travelling back to ancient china to join a crew of warriors from martial arts lore on a dangerous quest to free the imprisoned monkey king.",6.997601,/z8chF1Z7hyuSVqLYTgElkQZh2VB.jpg,"[{'name': 'Casey Silver Productions', 'id': 877}, {'name': 'China Film Co-Production Corporation', 'id': 2269}, {'name': 'Huayi Brothers', 'id': 3393}, {'name': 'Relativity Media', 'id': 7295}]",2008-04-18,the battle for eternity is the fantasy of a lifetime.,the forbidden kingdom,6.3,476.0,"['Action', 'Fantasy', 'Adventure']",casey silver productions china film co-production corporation huayi brothers relativity media,"the forbidden kingdom action adventure fantasy an american teenager who is obsessed with hong kong cinema and kung-fu classics makes an extraordinary discovery in a chinatown pawnshop: the legendary stick weapon of the chinese sage and warrior, the monkey king. with the lost relic in hand, the teenager unexpectedly finds himself travelling back to ancient china to join a crew of warriors from martial arts lore on a dangerous quest to free the imprisoned monkey king. the battle for eternity is the fantasy of a lifetime. casey silver productions china film co-production corporation huayi brothers relativity media"
drama romance,2002,une vieille maîtresse,"secrets, rumors and betrayals surround the upcoming marriage between a young dissolute man and virtuous woman of the french aristocracy.",3.200289,/mlwZeO5eddSHTeoRbH5htWT3ZQU.jpg,"[{'name': 'CB Films', 'id': 243}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Burskin Film', 'id': 951}, {'name': 'Canal+', 'id': 5358}, {'name': 'TPS Star', 'id': 6586}, {'name': 'Flach Film', 'id': 8277}, {'name': 'Région Ile-de-France', 'id': 11246}, {'name': 'France 3 Cinema', 'id': 16804}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}]",2007-05-30,,the last mistress,6.2,15.0,"['Drama', 'Romance']",cb films studiocanal burskin film canal+ tps star flach film région ile-de-france france 3 cinema centre national de la cinématographie (cnc),"the last mistress drama romance secrets, rumors and betrayals surround the upcoming marriage between a young dissolute man and virtuous woman of the french aristocracy.  cb films studiocanal burskin film canal+ tps star flach film région ile-de-france france 3 cinema centre national de la cinématographie (cnc)"
drama,2012,stellet licht,"johan and his family are mennonites from the north of mexico. against the law of god and man, johan falls in love with another woman.",1.933187,/kniOoQky3GX9ljyzobwRUGFgQUT.jpg,"[{'name': 'Mantarraya Producciones', 'id': 863}, {'name': 'No Dream Cinema', 'id': 864}, {'name': 'Motel Films', 'id': 865}]",2007-10-02,,silent light,7.1,27.0,['Drama'],mantarraya producciones no dream cinema motel films,"silent light drama johan and his family are mennonites from the north of mexico. against the law of god and man, johan falls in love with another woman.  mantarraya producciones no dream cinema motel films"
drama comedy,3,varjoja paratiisissa,"an episode in the life of nikander, a garbage man, involving the death of a co-worker, an affair and much more.",2.29211,/nj01hspawPof0mJmlgfjuLyJuRN.jpg,"[{'name': 'Villealfa Filmproduction Oy', 'id': 2303}]",1986-10-16,,shadows in paradise,7.1,35.0,"['Drama', 'Comedy']",villealfa filmproduction oy,"shadows in paradise drama comedy an episode in the life of nikander, a garbage man, involving the death of a co-worker, an affair and much more.  villealfa filmproduction oy"
comedy,5816,ober,"edgar works as a waiter in 'het westen', a restaurant. he is married and has a lover. his neighbors terrorize him with loud music and garbage. one day after he is mistreated by some customers he is sick of it all and goes to talk to his creator, the scenario writer.",4.71491,/q1fZgIV63vZ8bkxTPH25xoRbp83.jpg,[],2006-09-28,,waiter,6.3,8.0,['Comedy'],,"waiter comedy edgar works as a waiter in 'het westen', a restaurant. he is married and has a lover. his neighbors terrorize him with loud music and garbage. one day after he is mistreated by some customers he is sick of it all and goes to talk to his creator, the scenario writer."
drama history,317,grbavica,a woman and her daughter struggle to make their way through the aftermath of the balkan war.,0.623465,/hzLRMGaQ9v3QDMSimCE12aBtJzG.jpg,"[{'name': 'Coop 99', 'id': 122}, {'name': 'Deblokada', 'id': 167}, {'name': 'Jadran Film', 'id': 168}, {'name': 'Noirfilm', 'id': 169}]",2006-03-01,,grbavica: the land of my dreams,6.9,15.0,"['Drama', 'History']",coop 99 deblokada jadran film noirfilm,grbavica: the land of my dreams drama history a woman and her daughter struggle to make their way through the aftermath of the balkan war.  coop 99 deblokada jadran film noirfilm
comedy horror,1961,my name is bruce,b movie legend bruce campbell is mistaken for his character ash from the evil dead trilogy and forced to fight a real monster in a small town in oregon.,8.708789,/et2f1JBW533ZzYiCEA2T7nwzcs1.jpg,"[{'name': 'Dark Horse Entertainment', 'id': 552}, {'name': 'Image Entertainment', 'id': 3086}]",2007-10-01,fearless! unstoppable! ready for his close-up!,my name is bruce,5.9,107.0,"['Comedy', 'Horror']",dark horse entertainment image entertainment,my name is bruce comedy horror b movie legend bruce campbell is mistaken for his character ash from the evil dead trilogy and forced to fight a real monster in a small town in oregon. fearless! unstoppable! ready for his close-up! dark horse entertainment image entertainment
drama thriller,434,knallhart,"from the youth directed novel of the same name by greogor tressnow comes a film by detlev buck that is a realistic portrait of life in the section of berlin called neukölln. it’s about power and weakness, delinquents and victims, and the difficulties a 15-year-old faces in a poor and criminal environment.",1.634982,/vYd5v3GXDBwPvK6897gNj8DEHkB.jpg,"[{'name': 'Boje Buck Produktion', 'id': 230}]",2006-03-09,,tough enough,7.2,14.0,"['Thriller', 'Drama']",boje buck produktion,"tough enough drama thriller from the youth directed novel of the same name by greogor tressnow comes a film by detlev buck that is a realistic portrait of life in the section of berlin called neukölln. it’s about power and weakness, delinquents and victims, and the difficulties a 15-year-old faces in a poor and criminal environment.  boje buck produktion"
drama music,1387,superstar: the karen carpenter story,"the final 17 years of american singer and musician karen carpenter, performed almost entirely by modified barbie dolls.",0.640356,/8kMRTa9K442K1D5d0tQYqyFsZh9.jpg,"[{'name': 'Iced Tea Productions', 'id': 15830}]",1988-04-30,,superstar: the karen carpenter story,7.5,12.0,"['Drama', 'Music']",iced tea productions,"superstar: the karen carpenter story drama music the final 17 years of american singer and musician karen carpenter, performed almost entirely by modified barbie dolls.  iced tea productions"
